node_name,is_accused,is_witness,gender,gender_female,gender_male,brokerage_score,degree,betweenness_centrality,pagerank,closeness_centrality,eigenvector_centrality,clustering_coefficient,constraint,predicted_prob,predicted_accused
Catherine de Launay,0,1,unknown,0,0,0.0,10,0.0,0.0001708329724789,0.0,0.0,1.0,0.361,0.6210344757957126,1
Catherine femme,0,0,unknown,0,0,0.0,2,0.0,0.0001270518879907,0.0,0.0,1.0,1.125,0.33067280035649965,0
Catherine femme Abraham Hilaire,0,1,unknown,0,0,0.0,10,0.0,0.0001546230503281,0.0,0.0,1.0,0.361,0.61711347624054,1
Catherine femme Adam Tarillon de Bassing,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine femme Bastien Baillet,0,1,unknown,0,0,0.0,10,0.0,0.0001410764700777,0.1412935323383084,8.60670879440619e-05,1.0,0.3548099173553718,0.5236413405771682,1
Catherine femme Benoist Mathieu de la Grandfosse,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine femme Bertremin Claude de Wisembach,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine femme Claude Martez de la Maixe,0,1,unknown,0,0,0.0,1,0.0,5.763532541357515e-05,0.1668196336135687,0.0002166377912093,0.0,0.0,0.004835888419282594,0
Catherine femme Claude Reullemand,0,1,unknown,0,0,0.0,10,0.0,0.0001494740088614,0.1644351161612506,0.0532042917175704,1.0,0.3312307107438016,0.4808856645453281,0
Catherine femme Claudel Jacquelin,0,1,unknown,0,0,0.0,1,0.0,5.678280300739969e-05,0.1641203452884025,0.000270748279768,0.0,0.0,0.004865069732022064,0
Catherine femme Claudin Thomas dit Badel,0,1,unknown,0,0,0.0,1,0.0,3.63363611775649e-05,0.0,0.0,0.0,0.0,0.007296596573403702,0
Catherine femme Claudon Bieque,0,1,unknown,0,0,0.0,1,0.0,6.770651423854509e-05,0.1429920070489017,5.0738421582069745e-05,0.0,0.0,0.005199493941147611,0
Catherine femme Claudon Malgrais,0,0,unknown,0,0,0.0,2,0.0,8.486319730745467e-05,0.1436610812519759,3.0818837448003103e-05,1.0,0.953125,0.24540833733289055,0
Catherine femme Claudon Mathieu,0,1,unknown,0,0,0.0,1,0.0,4.910614922457001e-05,0.1694573932500466,0.000476123675686,0.0,0.0,0.004758486823072263,0
Catherine femme Claudon Thomas,0,1,unknown,0,0,0.0,10,0.0,0.0001393499416506,0.1607243916242218,0.0013755282994756,1.0,0.3410960743801652,0.509818285576764,1
Catherine femme Claue Mengey,0,1,unknown,0,0,0.0,1,0.0,6.1024071023984976e-05,0.1367356764564275,1.6065727471110125e-05,0.0,0.0,0.0052490951393120745,0
Catherine femme Clausse Bernet,0,1,unknown,0,0,0.0,1,0.0,6.422866130685995e-05,0.1550747389256706,9.093292608442065e-05,0.0,0.0,0.005020669876602659,0
Catherine femme Colas Gaixotte mareschal,0,1,unknown,0,0,0.0,1,0.0,5.678280300739969e-05,0.1641203452884025,0.000270748279768,0.0,0.0,0.004865069732022064,0
Catherine femme Colas George Mongenat de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.342528073261925e-05,0.1612949027403095,0.0011715367018432,0.0,0.0,0.0048742884968537336,0
Catherine femme Colas Jean Bagay de Fontenay,0,1,unknown,0,0,0.0,1,0.0,6.826074583737331e-05,0.0,0.0,0.0,0.0,0.007537655163714466,0
Catherine femme Colas Menuzier,0,1,unknown,0,0,0.0,1,0.0,6.721437769218219e-05,0.1465097533451555,5.949588135421253e-05,0.0,0.0,0.005149555192985175,0
Catherine femme Colas Petit Didier d'Avould,0,1,unknown,0,0,0.0,10,0.0,0.0001743053011965,0.0,0.0,1.0,0.361,0.6218723603919198,1
Catherine femme Colas Poirel,0,1,unknown,0,0,0.0,1,0.0,6.360038444024449e-05,0.1263134486017679,4.120951538287826e-06,0.0,0.0,0.005407324133695302,0
Catherine femme Colas de la Chambre,0,1,unknown,0,0,0.0,10,0.0,0.0001930190188024,0.1637418471406435,0.0004596123106794,1.0,0.3491834022038567,0.52211438849728,1
Catherine femme Colas de la Maix,0,1,unknown,0,0,0.0,1,0.0,5.9868919998453264e-05,0.1485210001634254,0.0001035808323054,0.0,0.0,0.005083987883014252,0
Catherine femme Colin Douche,0,1,unknown,0,0,0.0,1,0.0,3.653167457789238e-05,0.1465381018414009,6.250604125756658e-05,0.0,0.0,0.00499040580817047,0
Catherine femme Colin Housson,0,1,unknown,0,0,0.0,1,0.0,5.9868919998453264e-05,0.1485210001634254,0.0001035808323054,0.0,0.0,0.005083987883014252,0
Catherine femme Delon Choffel,0,1,unknown,0,0,0.0,1,0.0,6.320832060712374e-05,0.1588422414094452,0.0001326412132421,0.0,0.0,0.004966173343480341,0
Catherine femme Demenge Chevallier de Rozieres,0,1,unknown,0,0,0.0,7,0.0,0.0001270518879907,0.0,0.0,1.0,0.4927113702623905,0.5040541815246684,1
Catherine femme Demenge Jean Arnoulx du Mesnil,0,1,unknown,0,0,0.0,10,0.0,0.0001546230503281,0.0,0.0,1.0,0.361,0.61711347624054,1
Catherine femme Demenge Mengin Claude,0,1,unknown,0,0,0.0,10,0.0,0.0001555096320669,0.1673973107386259,0.0019164836496778,1.0,0.3316682450666217,0.5093065593849575,1
Catherine femme Demenge Nicklauss,0,1,unknown,0,0,0.0,10,0.0,0.0001298830638819,0.1595113560571488,0.0098218614566071,1.0,0.3359730741639724,0.5034375046202241,1
Catherine femme Demenge Tocquart,0,1,unknown,0,0,0.0,10,0.0,0.0001393499416506,0.1607243916242218,0.0013755282994756,1.0,0.3410960743801652,0.509818285576764,1
Catherine femme Demenge Valtin,0,1,unknown,0,0,0.0,1,0.0,5.342528073261925e-05,0.1612949027403095,0.0011715367018432,0.0,0.0,0.0048742884968537336,0
Catherine femme Demenge Vian cordonnier,0,1,unknown,0,0,0.0,10,0.0,0.0001512885251478,0.1703467666354264,0.0088520328154,1.0,0.3309798828793584,0.5024049829514553,1
Catherine femme Didier Bernay Dion de Lubine,0,1,unknown,0,0,0.0,8,0.0,0.0001443084821895,0.1490666929108027,0.0001699775903438,1.0,0.4281382619598765,0.44743014222395405,0
Catherine femme Didier Jean Charpentier,0,0,unknown,0,0,0.0,2,0.0,0.0001270518879907,0.0,0.0,1.0,1.125,0.33067280035649965,0
Catherine femme Didier Marchal,0,1,unknown,0,0,0.0,1,0.0,3.9409067791243513e-05,0.1432354053713277,0.0001429491333206,0.0,0.0,0.005047264570872395,0
Catherine femme Didier Moictrier,0,1,unknown,0,0,0.0,10,0.0,0.0001598371397653,0.1568140249163129,0.0002669025650419,1.0,0.3330861111111111,0.5182381585326848,1
Catherine femme Didier Thirion,0,1,unknown,0,0,0.3602941176470589,17,0.0,0.000234279665073,0.0,0.0,0.6397058823529411,0.2162570659675491,0.9287100231229632,1
Catherine femme Dieudonné Jean Martin de Fontenay,0,1,unknown,0,0,0.0,1,0.0,6.826074583737331e-05,0.0,0.0,0.0,0.0,0.007537655163714466,0
Catherine femme Fleurent Bazelaire,0,1,unknown,0,0,0.5263157894736843,19,0.0039735857362976,0.0002423105264778,0.1818181818181818,0.0729396422048006,0.4736842105263157,0.1723144413748888,0.8982677493660285,1
Catherine femme Francois Grillat de Mathchey,0,1,unknown,0,0,0.0,1,0.0,6.360038444024449e-05,0.1263134486017679,4.120951538287826e-06,0.0,0.0,0.005407324133695302,0
Catherine femme François Colas,0,0,unknown,0,0,0.0,4,0.0,0.0001270518879907,0.0,0.0,1.0,0.765625,0.39733077824077684,0
Catherine femme Georgeon Grand George de Robache,0,1,unknown,0,0,0.0,10,0.0,0.0001447780516423,0.0,0.0,1.0,0.361,0.6147245837640691,1
Catherine femme Hanso Mandray,0,1,unknown,0,0,0.0,10,0.0,0.0001270518879907,0.0,0.0,1.0,0.361,0.610409421681941,1
Catherine femme Honn Homme Claude Moiron,0,1,unknown,0,0,0.0,1,0.0,5.2454384305974565e-05,0.1620599878740325,0.0004214531598179,0.0,0.0,0.004867957574676014,0
Catherine femme Honnble Lucas Mercier,0,1,unknown,0,0,0.0,1,0.0,5.8989283590985216e-05,0.1610605040229681,0.0001615296886849,0.0,0.0,0.0049161249588347495,0
Catherine femme Jacques Bastien cuysenier,0,1,unknown,0,0,0.0,10,0.0,0.0001298405425961,0.1452778310633672,0.0021435440514633,1.0,0.344125,0.5170167257128484,1
Catherine femme Jean Bertremin de Clefcy,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine femme Jean Bon Temps,0,1,unknown,0,0,0.0,1,0.0,6.989383311941244e-05,0.0,0.0,0.0,0.0,0.0075501967828732735,0
Catherine femme Jean Claudon Thierion,0,1,unknown,0,0,0.0,10,0.0,0.0001459751555507,0.1081595734552032,2.856040126715848e-06,1.0,0.3578983471074379,0.5464366935762514,1
Catherine femme Jean Clement,0,1,unknown,0,0,0.0,10,0.0,0.0001689048433479,0.1834106962663975,0.0565463985584522,1.0,0.3204003067033977,0.4716365272690149,0
Catherine femme Jean Colin de Domjevin,0,1,unknown,0,0,0.0,1,0.0,5.4608726620076705e-05,0.0,0.0,0.0,0.0,0.007433617384518555,0
Catherine femme Jean Collin,0,1,unknown,0,0,0.0,8,0.0,0.0001170724767284,0.1321237497092347,0.0001576113849067,1.0,0.4060028452932098,0.4514608787698578,0
Catherine femme Jean Cordier,0,1,unknown,0,0,0.0,10,0.0,0.0001622887248361,0.1385872880322069,9.341088015175533e-05,1.0,0.355325,0.5308202078164719,1
Catherine femme Jean Demenge Charrier le jeune de St Remy,0,1,unknown,0,0,0.0,1,0.0,6.844287857541646e-05,0.1204027556968733,1.0134086450496557e-05,0.0,0.0,0.005518001716722735,0
"Catherine femme Jean Demenge Willaume
Threat 'qu'elle leur feroit tant de mal et",0,1,unknown,0,0,0.0,10,0.0,0.0001477728227341,0.1730586129413109,0.0234999247976497,1.0,0.3320886363636364,0.491505955362586,0
Catherine femme Jean George de Rozieres,0,1,unknown,0,0,0.0,7,0.0,0.0001270518879907,0.0,0.0,1.0,0.4927113702623905,0.5040541815246684,1
Catherine femme Jean Grand George de Pajaille,0,1,unknown,0,0,0.0,10,0.0,0.0001718443413769,0.0978635423845623,2.8802779071967914e-06,1.0,0.354809917355372,0.5596341882646972,1
Catherine femme Jean Hachon,0,1,unknown,0,0,0.0,1,0.0,5.8989283590985216e-05,0.1610605040229681,0.0001615296886849,0.0,0.0,0.0049161249588347495,0
Catherine femme Jean Jeandey,0,1,unknown,0,0,0.1818181818181817,11,0.0001625501796134,0.0001658085265717,0.1497446037238425,0.0041653969961754,0.8181818181818182,0.2985967279473773,0.6717240861934499,1
Catherine femme Jean Laurens,0,1,unknown,0,0,0.0,10,0.0,0.0001270518879907,0.0,0.0,1.0,0.361,0.610409421681941,1
Catherine femme Jean Loure de Domjevin,0,1,unknown,0,0,0.0,1,0.0,3.487015961326507e-05,0.0,0.0,0.0,0.0,0.007285711099245867,0
Catherine femme Jean Masson,0,1,unknown,0,0,0.0,1,0.0,5.2454384305974565e-05,0.1620599878740325,0.0004214531598179,0.0,0.0,0.004867957574676014,0
Catherine femme Jean Mengin de Bathelemont,0,1,unknown,0,0,0.0,1,0.0,6.805260726221143e-05,0.0,0.0,0.0,0.0,0.0075360582081958494,0
"Catherine femme Jean Perry
General reputation",0,1,unknown,0,0,0.0,10,0.0,0.0001615138336561,0.1530687866334299,0.0003803041546076,1.0,0.3578983471074379,0.5210425979064881,1
Catherine femme Jean Purel le charier,0,1,unknown,0,0,0.0,1,0.0,5.6976500713591254e-05,0.1565924598525053,0.0001114584148055,0.0,0.0,0.004963823539379345,0
Catherine femme Jean Quirien de Domjevin,0,1,unknown,0,0,0.0,1,0.0,5.893512497814599e-05,0.0,0.0,0.0,0.0,0.007466432316743167,0
Catherine femme Jean Ravibaude,0,1,unknown,0,0,0.0,1,0.0,5.2454384305974565e-05,0.1620599878740325,0.0004214531598179,0.0,0.0,0.004867957574676014,0
Catherine femme Jean Vincent Valdezey,0,1,unknown,0,0,0.0,1,0.0,6.570474024211197e-05,0.1200972618670049,9.897198580140894e-07,0.0,0.0,0.0055070860866650185,0
Catherine femme Jean de St Pierre,0,1,unknown,0,0,0.0,10,0.0,0.0001556706379129,0.1677557499907704,0.0070033654107762,1.0,0.3098854506270462,0.5062568316500305,1
Catherine femme Jean des Anges,0,1,unknown,0,0,0.0,1,0.0,5.342528073261925e-05,0.1612949027403095,0.0011715367018432,0.0,0.0,0.0048742884968537336,0
Catherine femme Jean le Maire,0,0,unknown,0,0,0.0,2,0.0,0.0001270518879907,0.0,0.0,1.0,1.125,0.33067280035649965,0
Catherine femme Joseph Charpentier,0,1,unknown,0,0,0.0,1,0.0,5.763532541357515e-05,0.1668196336135687,0.0002166377912093,0.0,0.0,0.004835888419282594,0
Catherine femme Lucas Mercier le jeune,0,1,unknown,0,0,0.0,1,0.0,3.3901702458586544e-05,0.1485210001634254,0.0003091140020336,0.0,0.0,0.004948747318679259,0
Catherine femme Maurice Mengeon,0,1,unknown,0,0,0.0,1,0.0,5.2454384305974565e-05,0.1620599878740325,0.0004214531598179,0.0,0.0,0.004867957574676014,0
Catherine femme Maurice Mongeon,0,1,unknown,0,0,0.1818181818181817,11,0.0015044281246487,0.0002028732457522,0.1686335634231426,0.0028756514348277,0.8181818181818182,0.2573732230180534,0.6309482159763901,1
Catherine femme Mengeon Bouray de St Blaise,0,1,unknown,0,0,0.0,1,0.0,6.739402905366036e-05,0.1126732624166232,1.006493308347612e-05,0.0,0.0,0.0056237434949449145,0
Catherine femme Mengeon Jean Arnoulx,0,1,unknown,0,0,0.0,10,0.0,0.0001847468048233,0.1700662449941989,0.0025915761535649,1.0,0.3517347107438016,0.5146809270379356,1
Catherine femme Mengeon Valentin de Ste Margaree,0,1,unknown,0,0,0.0,10,0.0,0.0001590684563301,0.0,0.0,1.0,0.361,0.6181903121558553,1
Catherine femme Mongeon de la Woeuvre,0,1,unknown,0,0,0.0,1,0.0,5.16800172849333e-05,0.1548158495451603,0.0001894621614693,0.0,0.0,0.004959017626339658,0
Catherine femme Nicolas Ferry de Raon,0,1,unknown,0,0,0.0,9,0.0,0.0001193364446743,0.0,0.0,1.0,0.3749517103711556,0.5736716499887821,1
Catherine femme Nicolas Morisot de la Neufville-les-Raon,0,1,unknown,0,0,0.0,10,0.0,0.0001270518879907,0.0,0.0,1.0,0.361,0.610409421681941,1
Catherine femme Nicolas Moullot,0,1,unknown,0,0,0.0,1,0.0,3.464945672443091e-05,0.1475995582407588,0.0017381517038959,0.0,0.0,0.004948546409096263,0
Catherine femme Nicolas Moullot de la Vacherie,0,1,unknown,0,0,0.0,10,0.0,0.0001502572711212,0.1421510354751924,0.0025435251963176,1.0,0.348241946365323,0.5240547378523247,1
Catherine femme Nicolas Symmonet,0,1,unknown,0,0,0.0,1,0.0,4.210504386642341e-05,0.1646913848718785,0.0003732068005816,0.0,0.0,0.004784524080015408,0
Catherine femme Nicolas Villaume,0,1,unknown,0,0,0.0,1,0.0,3.593522369633044e-05,0.152110601546547,0.0001555924657787,0.0,0.0,0.004914723125673246,0
Catherine femme Nicolas des Escus,0,1,unknown,0,0,0.0,9,0.0,0.0001604594624899,0.1821753598203905,0.0033936948717596,1.0,0.3759975613473556,0.46410301420451106,0
Catherine femme Poirson Poirson de Mouriviller,0,1,unknown,0,0,0.0,1,0.0,6.989383311941244e-05,0.0,0.0,0.0,0.0,0.0075501967828732735,0
Catherine femme Sr Jean Clerc mre echevin,0,1,unknown,0,0,0.0,5,0.0,0.0001270518879907,0.0,0.0,1.0,0.6480000000000001,0.43233585654121515,0
Catherine femme Toussain Colin Michiel,0,1,unknown,0,0,0.0,1,0.0,6.05567878268464e-05,0.1576573450836166,0.0005278232195629,0.0,0.0,0.004963619885198843,0
Catherine femme Toussaint Bastien,0,1,unknown,0,0,0.0,1,0.0,3.8355415769407395e-05,0.1504984599079256,0.0006834158132346,0.0,0.0,0.004941703662088847,0
Catherine femme Vaultrin Vaultrin,0,1,unknown,0,0,0.0,1,0.0,6.165224818288102e-05,0.1421510354751924,3.259164776216399e-05,0.0,0.0,0.005178971379387559,0
Catherine femme Villaume Jean Martin du,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine femme Vincent Crolbecier,0,1,unknown,0,0,0.0,10,0.0,0.0001736352919057,0.1347608173433375,2.9432106671043498e-05,1.0,0.3548099173553719,0.5362367881588237,1
Catherine femme Zacharie Colin,0,1,unknown,0,0,0.0,1,0.0,6.05567878268464e-05,0.1576573450836166,0.0005278232195629,0.0,0.0,0.004963619885198843,0
Catherine femme a Claudon Valtin,0,1,unknown,0,0,0.0,1,0.0,5.199845858232365e-05,0.0,0.0,0.0,0.0,0.00741388825915092,0
Catherine femme a Colas George Mongenat de la Chapelle,0,1,unknown,0,0,0.0,2,0.0,7.448490905185368e-05,0.0,0.0,0.0,0.5,0.008752529922933974,0
Catherine femme a Demenge Simon de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine femme a Demenge Valtin de la Chapelle,0,1,unknown,0,0,0.0,10,0.0,0.0002139504507846,0.0,0.0,1.0,0.3189138903236914,0.6313862639623941,1
Catherine femme a Jean Ferry,0,1,unknown,0,0,0.0,1,0.0,5.893512497814599e-05,0.0,0.0,0.0,0.0,0.007466432316743167,0
Catherine femme a Jean Reillemant de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.199845858232365e-05,0.0,0.0,0.0,0.0,0.00741388825915092,0
Catherine femme a Jean Reullemant de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine femme a Jean des Arches de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.199845858232365e-05,0.0,0.0,0.0,0.0,0.00741388825915092,0
Catherine femme a Jean des Auches,0,1,unknown,0,0,0.0,1,0.0,4.154423366880927e-05,0.0,0.0,0.0,0.0,0.007335391890896129,0
Catherine femme a Laurent Forestier alias Gregoire,0,1,unknown,0,0,0.0,1,0.0,6.923684398295991e-05,0.0,0.0,0.0,0.0,0.0075451488160642515,0
Catherine femme a Mengeon Meschat,0,1,unknown,0,0,0.0,10,0.0,0.0001447780516423,0.0,0.0,1.0,0.361,0.6147245837640691,1
Catherine femme au precedent,0,1,unknown,0,0,0.0,1,0.0,6.299827405781249e-05,0.1342432568170403,1.058943161907983e-05,0.0,0.0,0.005293872068296069,0
Catherine femme de Bertrand Graniere,0,1,unknown,0,0,0.0,1,0.0,6.74037814262055e-05,0.1031906438060633,5.209427840658061e-08,0.0,0.0,0.005763968110386986,0
Catherine femme de Blaison Grand Colas de Clemecey,0,1,unknown,0,0,0.0,10,0.0,0.0001590684563301,0.0,0.0,1.0,0.361,0.6181903121558553,1
Catherine femme de Colas Jean Bagay de Fontemay,0,1,unknown,0,0,0.0,1,0.0,6.826074583737331e-05,0.0,0.0,0.0,0.0,0.007537655163714466,0
Catherine femme de Demenge Valtin de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.199845858232365e-05,0.0,0.0,0.0,0.0,0.00741388825915092,0
Catherine femme de Demenge du grand meix de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine femme de Jean des Auxes,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine femme de Nicolas George de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine femme du precedent,0,1,unknown,0,0,0.8371040723981901,52,0.0515693715979667,0.0007749654712124,0.2029114941502188,0.0425907698125469,0.1628959276018099,0.0611392659946372,0.9073730856384183,1
Catherine femme honn homme Claude Moiron,0,1,unknown,0,0,0.0,1,0.0,5.1153561204031546e-05,0.1678115074968609,0.0003555502634355,0.0,0.0,0.004790154038319159,0
Catherine femme à Claudon Mathieu de la Neuveville,0,1,unknown,0,0,0.0,9,0.0,0.0001270518879907,0.0,0.0,1.0,0.3964334705075445,0.5756060606805029,1
"Catherine fille Colas Beurlin
Losses of various animals",0,1,unknown,0,0,0.0,1,0.0,3.273731277315474e-05,0.0,0.0,0.0,0.0,0.00726990504644309,0
Catherine fille Demenge Remy,0,1,unknown,0,0,0.0,1,0.0,3.6616087493737946e-05,0.1329121329121329,2.7953332094826056e-05,0.0,0.0,0.005170895360610781,0
Catherine fille Didier Housson,0,1,unknown,0,0,0.0,1,0.0,5.9868919998453264e-05,0.1485210001634254,0.0001035808323054,0.0,0.0,0.005083987883014252,0
Catherine fille Georgeon le Masson,0,1,unknown,0,0,0.0,6,0.0,0.0001270518879907,0.0,0.0,1.0,0.5601851851851851,0.468029908746759,0
Catherine fille Jean Dediat de Domjevin,0,1,unknown,0,0,0.0,1,0.0,5.893512497814599e-05,0.0,0.0,0.0,0.0,0.007466432316743167,0
Catherine fille Mengeon Genin de Rennegoutte,0,1,unknown,0,0,0.0,9,0.0,0.0001338073432072,0.0,0.0,1.0,0.3964334705075445,0.5772978861021902,1
Catherine fille Vaultrin Anthoine de Haudouville,0,1,unknown,0,0,0.0,1,0.0,6.989383311941244e-05,0.0,0.0,0.0,0.0,0.0075501967828732735,0
Catherine fille de Claudon Mihiel,0,1,unknown,0,0,0.0,10,0.0,0.0001546230503281,0.0,0.0,1.0,0.361,0.61711347624054,1
Catherine fille de feu Francois Didion,0,1,unknown,0,0,0.0,1,0.0,6.923684398295991e-05,0.0,0.0,0.0,0.0,0.0075451488160642515,0
Catherine fille feu Demenge Perrise,0,1,unknown,0,0,0.0,10,0.0,0.0001473599449359,0.1620599878740325,0.0004285173266619,1.0,0.3377973356009071,0.5115325693714576,1
Catherine fille feu Michiel Petit Michiel,0,1,unknown,0,0,0.0,1,0.0,4.103241934095682e-05,0.1403812289536284,6.155911032637442e-05,0.0,0.0,0.005094150795794913,0
Catherine jadis femme Laurent Parmentier (now lepreux),0,1,unknown,0,0,0.0,1,0.0,6.903672616983476e-05,0.0,0.0,0.0,0.0,0.007543611879239581,0
Catherine la Rondelatte,0,0,unknown,0,0,0.0,1,0.0,0.0001270518879907,0.0,0.0,0.0,0.0,0.00800244332496485,0
Catherine servante a Claudel Estienne de Robache,0,1,unknown,0,0,0.0,1,0.0,3.4022839899810956e-05,0.0,0.0,0.0,0.0,0.0072794277215915484,0
Catherine servante a Demenge Lorrain,0,1,unknown,0,0,0.0,10,0.0,0.0001270518879907,0.0,0.0,1.0,0.361,0.610409421681941,1
Catherine servante a Mengeon Renouard de la Voivrelle,0,1,unknown,0,0,0.0,1,0.0,5.641316443814461e-05,0.14852585474276,0.0016598269123686,0.0,0.0,0.005048428088889174,0
Catherine servante à Colas Maimbourg de Ginfosse,0,1,unknown,0,0,0.0,10,0.0,0.0001567688680476,0.158426887943658,0.0011823150824116,1.0,0.3255131838151927,0.5158879199114408,1
Catherine servante à Mre George Bertrand,0,1,unknown,0,0,0.0,1,0.0,6.165224818288102e-05,0.1421510354751924,3.259164776216399e-05,0.0,0.0,0.005178971379387559,0
Catherine veuve Anthoine Menzier,0,1,unknown,0,0,0.0,1,0.0,6.805260726221143e-05,0.0,0.0,0.0,0.0,0.0075360582081958494,0
Catherine veuve Anthoine d'Allemangne,0,1,unknown,0,0,0.0,1,0.0,5.296391752855188e-05,0.1649724077839093,0.0001460747067986,0.0,0.0,0.004836782523974038,0
Catherine veuve Arnould Didier Arnould,0,1,unknown,0,0,0.0,1,0.0,6.1024071023984976e-05,0.1367356764564275,1.6065727471110125e-05,0.0,0.0,0.0052490951393120745,0
Catherine veuve Bastien Richard de Charmes,0,1,unknown,0,0,0.0,10,0.0,0.0001334158818478,0.0,0.0,1.0,0.361,0.6119606673734619,1
Catherine veuve Berthremin Rembault le drappier,0,1,unknown,0,0,0.0,10,0.0,0.000163235558977,0.0,0.0,1.0,0.361,0.6191986798677668,1
Catherine veuve Claude Jaiquemin,0,1,unknown,0,0,0.0,1,0.0,6.05567878268464e-05,0.1576573450836166,0.0005278232195629,0.0,0.0,0.004963619885198843,0
Catherine veuve Claude Pieton de Bathelemont,0,1,unknown,0,0,0.0,1,0.0,6.805260726221143e-05,0.0,0.0,0.0,0.0,0.0075360582081958494,0
Catherine veuve Claudin le Puy de St Nicolas,0,1,unknown,0,0,0.0,1,0.0,6.511368061086824e-05,0.1137393306800831,3.887232247429198e-07,0.0,0.0,0.005595304826952715,0
Catherine veuve Claudon Demenge Thouvenin de la Chapelle,0,1,unknown,0,0,0.0,1,0.0,5.2702246277539e-05,0.0,0.0,0.0,0.0,0.007419202557617201,0
Catherine veuve Colas Durand de la Vacherie,0,1,unknown,0,0,0.0,10,0.0,0.0001515646944248,0.1401085347804637,0.0002262017190984,1.0,0.3268581046831956,0.5270162690539691,1
Catherine veuve Delon Vincent,0,1,unknown,0,0,0.0,5,0.0,0.0001131338557576,0.1514363793907885,8.922891302095029e-05,1.0,0.5259827664399094,0.3358478326732579,0
Catherine veuve Demenge Perrise,0,1,unknown,0,0,0.0,10,0.0,0.0001473599449359,0.1620599878740325,0.0004285173266619,1.0,0.3377973356009071,0.5115325693714576,1
Catherine veuve Henri Claude,0,1,unknown,0,0,0.0,1,0.0,5.2454384305974565e-05,0.1620599878740325,0.0004214531598179,0.0,0.0,0.004867957574676014,0
"Catherine veuve Henry Claudon
Reputation 7 years.
(17) Marguitte veuve Jacques l",0,1,unknown,0,0,0.0,1,0.0,3.3901702458586544e-05,0.1485210001634254,0.0003091140020336,0.0,0.0,0.004948747318679259,0
Catherine veuve Jacot Rouyer de Rayegoutte,0,1,unknown,0,0,0.0,10,0.0,0.0001708329724789,0.0,0.0,1.0,0.361,0.6210344757957126,1
Catherine veuve Jean Aulbert de Remeymont,0,1,unknown,0,0,0.0,10,0.0,0.0001590684563301,0.0,0.0,1.0,0.361,0.6181903121558553,1
Catherine veuve Jean Demenge,0,0,unknown,0,0,0.0,2,0.0,0.0001270518879907,0.0,0.0,1.0,1.125,0.33067280035649965,0
Catherine veuve Jean Diez,0,0,unknown,0,0,0.0,2,0.0,0.0001081055530625,0.0,0.0,1.0,0.953125,0.32638576219745513,0
Catherine veuve Jean Grand George de Pajaille,0,1,unknown,0,0,0.0,10,0.0,0.0001384644283167,0.081915200461494,4.967449848603887e-08,1.0,0.3578983471074379,0.5614500451142458,1
Catherine veuve Jean Lhuillier de Maizieres,0,0,unknown,0,0,0.0,2,0.0,0.0001270518879907,0.0,0.0,1.0,1.125,0.33067280035649965,0
Catherine veuve Jean Marchand de Saulcy,0,1,unknown,0,0,0.0,1,0.0,6.947509279068446e-05,0.0,0.0,0.0,0.0,0.0075469790102476834,0
Catherine veuve Jean Pelisson,0,1,unknown,0,0,0.0,1,0.0,3.54418975803034e-05,0.1337729627885068,2.207703679662061e-05,0.0,0.0,0.005153245784621284,0
Catherine veuve Nicolas Johel,0,1,unknown,0,0,0.0,10,0.0,0.0001930190188024,0.1637418471406435,0.0004596123106794,1.0,0.3491834022038567,0.52211438849728,1
Catherine veuve Nicolas Menurgier du Vivier,0,1,unknown,0,0,0.0,1,0.0,6.521727020702457e-05,0.1080849646773387,2.18474902212295e-06,0.0,0.0,0.005678554747624228,0
Catherine veuve Nicolas d'Acraigne,0,1,unknown,0,0,0.0,10,0.0,0.0001546230503281,0.0,0.0,1.0,0.361,0.61711347624054,1
